,target_com,depth,target_per,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,number_i
8212,17.0,6.0,145.0,33180.0,24600.0,56.0,246.0,134.8780487804878,6.910569105691057,17.0,94.0
8213,17.0,6.0,146.0,32200.0,21100.0,56.0,211.0,152.60663507109004,7.582938388625592,16.0,95.0
8214,17.0,6.0,147.0,29760.0,21200.0,56.0,212.0,140.37735849056602,7.547169811320754,16.0,96.0
8289,17.0,7.0,123.0,80870.0,73000.0,56.0,730.0,110.78082191780823,4.794520547945205,35.0,72.0
8290,17.0,7.0,124.0,77750.0,65800.0,56.0,658.0,118.16109422492399,5.1671732522796345,34.0,73.0
8291,17.0,7.0,125.0,70760.0,63600.0,56.0,636.0,111.25786163522015,5.031446540880504,32.0,74.0
8292,17.0,7.0,126.0,77250.0,62800.0,56.0,628.0,123.0095541401274,5.254777070063693,33.0,75.0
8293,17.0,7.0,127.0,70760.0,61100.0,56.0,611.0,115.810147299509,5.2373158756137475,32.0,76.0
8294,17.0,7.0,128.0,67640.0,58600.0,56.0,586.0,115.42662116040957,5.2901023890784975,31.0,77.0
8295,17.0,7.0,129.0,65810.0,55900.0,56.0,559.0,117.72808586762078,5.366726296958856,30.0,78.0
8296,17.0,7.0,130.0,64460.0,52100.0,56.0,521.0,123.72360844529751,5.7581573896353175,30.0,79.0
8297,17.0,7.0,131.0,59750.0,51200.0,56.0,512.0,116.69921875,5.46875,28.0,80.0
8298,17.0,7.0,132.0,61760.0,50700.0,56.0,507.0,121.81459566074949,5.5226824457593695,28.0,81.0
8299,17.0,7.0,133.0,55820.0,47700.0,56.0,477.0,117.02306079664572,5.450733752620544,26.0,82.0
8300,17.0,7.0,134.0,53440.0,44200.0,56.0,442.0,120.90497737556558,5.429864253393665,24.0,83.0
8301,17.0,7.0,135.0,56640.0,45100.0,56.0,451.0,125.58758314855876,5.764966740576496,26.0,84.0
8302,17.0,7.0,136.0,51970.0,40900.0,56.0,409.0,127.06601466992664,5.8679706601467005,24.0,85.0
8303,17.0,7.0,137.0,51970.0,39800.0,56.0,398.0,130.57788944723615,6.030150753768844,24.0,86.0
8304,17.0,7.0,138.0,54530.0,41600.0,56.0,416.0,131.08173076923077,6.009615384615384,25.0,87.0
8305,17.0,7.0,139.0,47460.0,37000.0,56.0,370.0,128.27027027027026,5.9459459459459465,22.0,88.0
